Ministère des Finances et du Budget,,https://www.finances.gouv.cf/,green_verified,National finance and budget ministry portal verified,false,no_url,Central African Republic,DEPT,https://www.finances.gouv.cf/
Ministère de la Santé et de la Population,,https://www.sante.gouv.cf/,green_verified,National health ministry official site verified,false,no_url,Central African Republic,DEPT,https://www.sante.gouv.cf/
"Ministère de la Justice, des Droits de l'Homme, Garde des Sceaux",,https://justice.gouv.cf/,green_verified,National justice ministry official site verified,false,no_url,Central African Republic,DEPT,https://justice.gouv.cf/
Ministère des Mines et de la Géologie,,https://www.mines.gouv.cf/,green_verified,National mining ministry official site verified,false,no_url,Central African Republic,DEPT,https://www.mines.gouv.cf/
Ministère de l'Agriculture et du Développement Rural,,https://www.agriculture.gouv.cf/,amber_company_route,National agriculture ministry site found unverified,false,no_url,Central African Republic,DEPT,https://www.agriculture.gouv.cf/
Energie Centrafricaine (ENERCA),,https://portal-enerca.cloud-app.space/,green_verified,National electricity utility customer portal verified,false,no_url,Central African Republic,SOE,https://portal-enerca.cloud-app.space/
World Food Programme Central African Republic,,https://www.wfp.org/careers,green_verified,UN food agency dedicated careers page verified,true,pending,Central African Republic,NGO,https://www.wfp.org/countries/central-african-republic
World Health Organization Central African Republic,,https://www.afro.who.int/countries/central-african-republic,green_verified,WHO country office page verified this session,false,no_url,Central African Republic,NGO,https://www.afro.who.int/countries/central-african-republic
ICRC Central African Republic,,https://www.icrc.org/en/join-icrc-and-help-protect-lives-and-dignity,amber_company_route,Red Cross humanitarian office recruitment page found,true,pending,Central African Republic,NGO,https://www.icrc.org/en/where-we-work/central-african-republic
Catholic Relief Services Central African Republic,,https://www.crs.org/about-us/careers,green_verified,Catholic NGO dedicated careers page verified,true,pending,Central African Republic,NGO,https://www.crs.org/our-work-overseas/where-we-work/central-african-republic
Plan International Central African Republic,,https://jobs.plan-international.org/,amber_company_route,Child rights NGO global careers portal found,true,pending,Central African Republic,NGO,https://plan-international.org/central-african-republic/
Orange Centrafrique,,https://orange.jobs/fr/fr/afrique-moyen-orient/republique-centrafricaine,green_verified,Telecom operator regional careers page verified,true,pending,Central African Republic,PRIVATE,https://www.orangerca.com/
Telecel Centrafrique,,https://www.telecel-rca.com/,green_verified,Mobile telecom operator official site verified,false,no_url,Central African Republic,PRIVATE,https://www.telecel-rca.com/
Ecobank Centrafrique,,https://www.ecobank.com/rca,green_verified,Pan-African bank country page verified this session,false,no_url,Central African Republic,PRIVATE,https://www.ecobank.com/rca
BSIC Centrafrique,,http://bsic-centrafrique.com/,amber_company_route,Sahelo-Saharan investment bank site found unverified,false,no_url,Central African Republic,PRIVATE,http://bsic-centrafrique.com/
