Bank Central Asia (BCA),,https://www.bca.co.id/en/tentang-bca/karir,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,IDX,https://www.bca.co.id
Bank Rakyat Indonesia (BRI),,https://recruitment.bri.co.id,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,IDX,https://bri.co.id
Telkom Indonesia,,https://www.telkom.co.id/sites/about-telkom/en_US/page/career-131,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,IDX,https://www.telkom.co.id
Astra International,,https://www.astra.co.id/Career,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,IDX,https://www.astra.co.id
Bank Mandiri,,https://bankmandiri.co.id/karir,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,IDX,https://bankmandiri.co.id
Pertamina,,https://karir.pertamina.com,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,SOE,https://www.pertamina.com
PLN (state electricity company),,https://web.pln.co.id/karir,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,SOE,https://web.pln.co.id
Garuda Indonesia,,https://www.garuda-indonesia.com/id/en/corporate-info/career,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,SOE,https://www.garuda-indonesia.com
PT Kereta Api Indonesia (KAI),,https://recruitment.kai.id,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,SOE,https://www.kai.id
Pos Indonesia,,https://www.posindonesia.co.id/id/karir,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,SOE,https://www.posindonesia.co.id
National Civil Service Agency (BKN),,https://www.bkn.go.id,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,DEPT,https://www.bkn.go.id
SSCASN civil service recruitment portal,,https://sscasn.bkn.go.id,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,DEPT,https://sscasn.bkn.go.id
Ministry of Manpower (KarirHub),,https://karirhub.kemnaker.go.id,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,DEPT,https://kemnaker.go.id
Ministry of Finance (Kementerian Keuangan),,https://sscasn.bkn.go.id,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Indonesia,DEPT,https://www.kemenkeu.go.id
"Ministry of Education, Culture, Research and Technology",,https://sscasn.bkn.go.id,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Indonesia,DEPT,https://www.kemdikbud.go.id
DKI Jakarta Provincial Government,,https://sscasn.bkn.go.id,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Indonesia,MUNI,https://jakarta.go.id
Surabaya City Government,,https://sscasn.bkn.go.id,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Indonesia,MUNI,https://www.surabaya.go.id
Bandung City Government,,https://sscasn.bkn.go.id,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Indonesia,MUNI,https://bandung.go.id
Medan City Government,,https://sscasn.bkn.go.id,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Indonesia,MUNI,https://pemkomedan.go.id
Semarang City Government,,https://sscasn.bkn.go.id,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,Indonesia,MUNI,https://semarangkota.go.id
Indonesian Red Cross (PMI),,https://pmi.or.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,NGO,https://pmi.or.id
Muhammadiyah,,https://muhammadiyah.or.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,NGO,https://muhammadiyah.or.id
Nahdlatul Ulama,,https://www.nu.or.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,NGO,https://www.nu.or.id
WALHI (Friends of the Earth Indonesia),,https://www.walhi.or.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,NGO,https://www.walhi.or.id
Dompet Dhuafa,,https://www.dompetdhuafa.org,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,NGO,https://www.dompetdhuafa.org
Gojek,,https://www.gojek.com/en-id/careers,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,PRIVATE,https://www.gojek.com
Tokopedia,,https://www.tokopedia.com/careers,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,PRIVATE,https://www.tokopedia.com
Traveloka,,https://www.traveloka.com/en-id/careers,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,Indonesia,PRIVATE,https://www.traveloka.com
Sinar Mas Group,,https://www.sinarmas.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,PRIVATE,https://www.sinarmas.com
Djarum,,https://www.djarum.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,PRIVATE,https://www.djarum.com
Universitas Indonesia,,https://www.ui.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,UNI,https://www.ui.ac.id
Institut Teknologi Bandung,,https://www.itb.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,UNI,https://www.itb.ac.id
Universitas Gadjah Mada,,https://ugm.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,UNI,https://ugm.ac.id
Institut Pertanian Bogor (IPB),,https://www.ipb.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,UNI,https://www.ipb.ac.id
Universitas Airlangga,,https://unair.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,UNI,https://unair.ac.id
Politeknik Negeri Jakarta,,https://www.pnj.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,COLLEGE,https://www.pnj.ac.id
Politeknik Elektronika Negeri Surabaya (PENS),,https://www.pens.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,COLLEGE,https://www.pens.ac.id
Politeknik Negeri Bandung (Polban),,https://www.polban.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,COLLEGE,https://www.polban.ac.id
Politeknik Negeri Bali,,https://www.pnb.ac.id,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,Indonesia,COLLEGE,https://www.pnb.ac.id
