Industrial and Commercial Bank of China,,https://career.icbc.com.cn,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,SSE,https://www.icbc.com.cn
Kweichow Moutai,,https://www.moutaichina.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,SSE,https://www.moutaichina.com
PetroChina,,https://www.petrochina.com.cn/ptr/rczp/rczp.shtml,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,SSE,https://www.petrochina.com.cn
BYD,,https://job.byd.com,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,SZSE,https://www.byd.com
Tencent,,https://careers.tencent.com,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,SZSE,https://www.tencent.com
State Grid Corporation of China,,https://zhaopin.sgcc.com.cn,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,SOE,https://www.sgcc.com.cn
China National Petroleum Corporation,,https://www.cnpc.com.cn,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,SOE,https://www.cnpc.com.cn
China Mobile,,https://job.10086.cn,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,SOE,https://www.chinamobileltd.com
China Railway,,https://www.crecg.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,SOE,https://www.crecg.com
COSCO Shipping,,https://www.coscoshipping.com,amber_company_route,BRICS partner: official website only (no confirmed vacancies page); not yet live-verified,true,pending,China,SOE,https://www.coscoshipping.com
National Civil Service Administration,,https://www.scs.gov.cn,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,DEPT,https://www.scs.gov.cn
Ministry of Human Resources and Social Security,,https://www.mohrss.gov.cn,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,DEPT,https://www.mohrss.gov.cn
Ministry of Education (China),,https://www.scs.gov.cn,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,China,DEPT,http://www.moe.gov.cn
Ministry of Commerce (China),,https://www.scs.gov.cn,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,China,DEPT,http://www.mofcom.gov.cn
National Public Recruitment Portal (chinajob.gov.cn),,https://www.chinajob.gov.cn,pending verification,BRICS partner: careers page from public sources; not yet live-verified,true,pending,China,DEPT,https://www.chinajob.gov.cn
Beijing Municipal Government,,https://www.chinajob.gov.cn,pending verification,BRICS partner: no entity-specific vacancy page confirmed; national recruitment portal used instead (not yet live-verified),true,pending,China,MUNI,https://www.beijing.gov.cn
