Ministère de l'Économie et des Finances,,https://finances.bj,grey_none_verified,Finance ministry public sector employer,false,pending,Benin,DEPT,https://finances.bj
Ministère de la Santé,,https://sante.gouv.bj,grey_none_verified,Health ministry public sector jobs,false,pending,Benin,DEPT,https://sante.gouv.bj
Ministère des Enseignements Maternel et Primaire,,https://memp.gouv.bj,grey_none_verified,Primary education ministry,false,pending,Benin,DEPT,https://memp.gouv.bj
Ministère de l'Enseignement Supérieur et de la Recherche Scientifique,,https://enseignementsuperieur.gouv.bj,grey_none_verified,Higher education and research ministry,false,pending,Benin,DEPT,https://enseignementsuperieur.gouv.bj
Ministère de l'Agriculture de l'Élevage et de la Pêche,,https://agriculture.gouv.bj,grey_none_verified,Agriculture livestock and fisheries ministry,false,pending,Benin,DEPT,https://agriculture.gouv.bj
Ministère de l'Énergie de l'Eau et des Mines,,https://energie.gouv.bj,grey_none_verified,Energy water and mines ministry,false,pending,Benin,DEPT,https://energie.gouv.bj
Ministère du Cadre de Vie et du Développement Durable,,https://cadredevie.gouv.bj,grey_none_verified,Environment and sustainable development ministry,false,pending,Benin,DEPT,https://cadredevie.gouv.bj
Ministère de l'Industrie et du Commerce,,https://commerce.gouv.bj,grey_none_verified,Industry and trade ministry,false,pending,Benin,DEPT,https://commerce.gouv.bj
Ministère du Travail et de la Fonction Publique,,https://travail.gouv.bj,grey_none_verified,Labour and civil service ministry,false,pending,Benin,DEPT,https://travail.gouv.bj
Ministère de l'Intérieur et de la Sécurité Publique,,https://interieur.gouv.bj,grey_none_verified,Interior and public security ministry,false,pending,Benin,DEPT,https://interieur.gouv.bj
Ministère des Affaires Étrangères,,https://diplomatie.gouv.bj,grey_none_verified,Foreign affairs ministry,false,pending,Benin,DEPT,https://diplomatie.gouv.bj
Ministère de la Justice et de la Législation,,https://justice.gouv.bj,grey_none_verified,Justice ministry public sector,false,pending,Benin,DEPT,https://justice.gouv.bj
Ministère du Numérique et de la Digitalisation,,https://numerique.gouv.bj,grey_none_verified,Digital transformation ministry,false,pending,Benin,DEPT,https://numerique.gouv.bj
Ministère du Tourisme de la Culture et des Arts,,https://tourisme.gouv.bj,grey_none_verified,Tourism culture and arts ministry,false,pending,Benin,DEPT,https://tourisme.gouv.bj
Ministère des Affaires Sociales et de la Microfinance,,https://social.gouv.bj,grey_none_verified,Social affairs and microfinance ministry,false,pending,Benin,DEPT,https://social.gouv.bj
Ministère des Enseignements Secondaire Technique et de la Formation Professionnelle,,https://enseignementsecondaire.gouv.bj,grey_none_verified,Secondary and technical education ministry,false,pending,Benin,DEPT,https://enseignementsecondaire.gouv.bj
Ministère de la Décentralisation et de la Gouvernance Locale,,https://decentralisation.gouv.bj,grey_none_verified,Decentralisation and local governance ministry,false,pending,Benin,DEPT,https://decentralisation.gouv.bj
Secrétariat Général du Gouvernement,,https://sgg.gouv.bj,grey_none_verified,Government general secretariat,false,pending,Benin,DEPT,https://sgg.gouv.bj
Société Béninoise d'Énergie Électrique,,https://sbee.bj,grey_none_verified,National electricity utility,false,pending,Benin,SOE,https://sbee.bj
Société Nationale des Eaux du Bénin,,https://web.soneb.bj,grey_none_verified,National water utility,false,pending,Benin,SOE,https://web.soneb.bj
Port Autonome de Cotonou,,https://portdecotonou.bj,grey_none_verified,Main national seaport authority,false,pending,Benin,SOE,https://portdecotonou.bj
La Poste du Bénin,,https://laposte.bj,grey_none_verified,National postal operator,false,pending,Benin,SOE,https://laposte.bj
Office de Radiodiffusion et Télévision du Bénin,,https://ortb.bj,grey_none_verified,National public broadcaster,false,pending,Benin,SOE,https://ortb.bj
Société Nationale de Commercialisation des Produits Pétroliers,,https://sonacopsa.com,grey_none_verified,State petroleum products distributor,false,pending,Benin,SOE,https://sonacopsa.com
Loterie Nationale du Bénin,,https://loteriebenin.bj,grey_none_verified,National lottery operator,false,pending,Benin,SOE,https://loteriebenin.bj
Société pour le Développement du Coton,,https://sodeco.bj,grey_none_verified,State cotton ginning company,false,pending,Benin,SOE,https://sodeco.bj
Agence de Promotion des Investissements et des Exportations,,https://apiex.bj,grey_none_verified,Investment and export promotion agency,false,pending,Benin,SOE,https://apiex.bj
Caisse Nationale de Sécurité Sociale,,https://cnss.bj,grey_none_verified,National social security fund,false,pending,Benin,SOE,https://cnss.bj
Mairie de Cotonou,,https://decentralisation.gouv.bj/commune/48/cotonou/,grey_none_verified,Economic capital city council,false,pending,Benin,MUNI,https://decentralisation.gouv.bj/commune/48/cotonou/
Mairie de Porto-Novo,,https://decentralisation.gouv.bj/commune/62/porto-novo/,grey_none_verified,Capital city council,false,pending,Benin,MUNI,https://decentralisation.gouv.bj/commune/62/porto-novo/
Mairie de Parakou,,https://parakou.bj,grey_none_verified,Northern regional city council,false,pending,Benin,MUNI,https://parakou.bj
Mairie d'Abomey-Calavi,,https://decentralisation.gouv.bj/commune/16/abomey-calavi/,grey_none_verified,Second largest city council,false,pending,Benin,MUNI,https://decentralisation.gouv.bj/commune/16/abomey-calavi/
Mairie de Bohicon,,https://decentralisation.gouv.bj/commune/71/bohicon/,grey_none_verified,Central hub city council,false,pending,Benin,MUNI,https://decentralisation.gouv.bj/commune/71/bohicon/
Mairie de Djougou,,https://decentralisation.gouv.bj/commune/46/djougou/,grey_none_verified,Northwest city council,false,pending,Benin,MUNI,https://decentralisation.gouv.bj/commune/46/djougou/
Bank of Africa Benin,,https://www.boabenin.com/institutionnels/offres-demploi/,amber_company_route,Major commercial bank,true,pending,Benin,PRIVATE,https://www.boabenin.com
Ecobank Benin,,https://ecobank.com/group/about-us/careers,amber_company_route,Pan-African commercial bank,true,pending,Benin,PRIVATE,https://www.ecobank.com
UBA Benin,,https://www.ubabenin.com,grey_none_verified,Pan-African commercial bank,false,pending,Benin,PRIVATE,https://www.ubabenin.com
Orabank Benin,,https://www.orabank.net/fr/carriere,amber_company_route,Regional commercial bank,true,pending,Benin,PRIVATE,https://www.orabank.net
NSIA Banque Benin,,https://www.nsiabanque.bj,grey_none_verified,Commercial bank,false,pending,Benin,PRIVATE,https://www.nsiabanque.bj
Société Générale Bénin,,https://societegenerale.bj,grey_none_verified,Commercial bank,false,pending,Benin,PRIVATE,https://societegenerale.bj
MTN Benin,,https://www.mtn.bj,grey_none_verified,Mobile telecom operator,false,pending,Benin,PRIVATE,https://www.mtn.bj
Moov Africa Benin,,https://www.moov-africa.bj,grey_none_verified,Mobile telecom operator,false,pending,Benin,PRIVATE,https://www.moov-africa.bj
Société Béninoise de Brasserie,,https://sobebra-bj.com,grey_none_verified,National brewery Castel group,false,pending,Benin,PRIVATE,https://sobebra-bj.com
